title,text,date_stayed,offering_id,num_helpful_votes,review_id,rating,username
“Great Relaxing Hotel”,"Recently stayed at the Greenwich Hotel in November. Wanted to experience a smaller hotel in the Tribeca area. The staff was friendly, hotel was very homey and not flooded with people in the parlor areas. Nicely reserved for the guests who are paying. Our room was spacious, neat, clean. It is a 15 minute cab ride from mid town which is the drawback but depends on what you want to do. Would definately stay again. The spa was very nice as well, swimming and work out facility.",Nov-11,1028569,1,120952099,5,luv2cook64
“I'm in love with this place!! I want to move in.”,"So we spent 2 nights at the Gansevoort Hotel Park Ave and then came over to the Greenwich for 1 night on a ""Fine Hotels"" Package from the American Express Platinum card. The 2 hotels cost the same and you just get so much more at the Greenwich Hotel. My husband and I are in our 30s, travel a ton, and live in LA. I'm usually all for the trendy, modern hotels and so when I saw photos of this place online, I wasn't quite sure it it was our style or even catered to our age group, but I am SO glad we checked it out.
When you walk in, it feels like a warm, cozy home and not a hotel. The common areas are a great place to chill, have a glass of wine, meet with friends, or do some work on your laptop. The staff are very professional, helpful, and personable. 5 star service all the way. Pet-friendly too!! I saw some very cute doggies (and a cute celebrity) while we were visiting.
We stayed in Room 403....request it. It's lovely! It has a large beautifully tiled bathroom with a super powerful rain shower and separate deep soaking tub...(the lighting isn't great in the bathroom and quite frankly, the wall could use a new coat of paint even though they are going for a vintage-y look, but really that's the only negatives). The room itself isn't huge, but set-up perfectly with a serene little balcony overlooking the hotel's back garden patio. The free soft drinks, basket of snacks, and delicious cookies left out for us upon check-in just added icing on the cake to this very special gem of a hotel.
The pool and gym area are in the basement of the hotel, but they have managed to make it feel like the most peaceful, secret hideaway in the city. The spa services are great too....I had an amazing massage and highly recommend it.
The location is good...it's about a 5-10 minute walk to a couple different subway lines and about a mile walk to the West Village area. The area feels calm and neighborhoody with lots of restaurants and cafes just up the street.
Ahhh, I just wish we would've stayed here longer. I have not stayed at other boutique hotels in the area such as Crosby Street or the Mercer so I can't compare, but I will say I'm in love and want to move in. Nice job Mr De Niro!!",Nov-11,1028569,101,120642081,5,Teresa567
“Great place!”,"Great overall experience. Dont know the name of the room but it was spacious and with a bed so good that we were thinking about importing one to Sweden!
Their restaurant Locanda Verde was worth it all alone, charming, good food at good price.
Will defenitely go back!",Jan-11,1028569,4,120374263,5,harskaland s
“Just great.”,"We stayed here the night of our wedding and have to say, it's a pretty amazing place. The hotel itself is great, the rooms, the shower was maybe one of the best I've ever taken. The fact that they allow dogs is so refreshing, especially in NYC. Staff was great, would definitely stay here again.",Sep-11,1028569,9,120350280,5,acon234
“Amazing birthday weekend”,"Thamk you to the entire team at the Greenwich for a great birthday. Location is the best, central to everything cool. The spa...sublime, the room.....a retreat from all the hustle and bustle of New York, quiet, understated luxury and so tranquil. Locanda Verde is well worth multiple trips, breakfast, lunch and dinner. Try the ricotta lemon pancakes and the gingerbread cake with quince creme fraiche. 
Special thanks to Kit at the front desk. So professional, nice and gets the job done! Overall this trip was a 12! The Greenwich is my new home away from home in Manhattan.",Nov-11,1028569,9,120247829,5,Rkenn44263
“Favorite hotel in NYC”,"I have been looking for a great downtown hotel in NYC and this is it. The hotel is beautiful, the location is perfect and the service is incredible. It has a great gym, the restaurant is so good and there are so many good restaurants in the area. The rooms are spacious and the bathrooms are huge. I can't say enough good things about this hotel- I loved it and won't go anywhere else.",Sep-11,1028569,14,119931204,5,jandrews
“Incredible hotel in great location”,"Our stay at the Greenwich Hotel couldn't have been better. The staff is friendly and professional, the rooms are comfortable, roomy and quiet. The hotel has a great gym, pool and spa - perfect for a rainy day in NYC. The bar, restaurant and court yard were intimate with great service and food quality. We really enjoyed being able to walk around Tribeca, Soho and the Village. We will definitely return to the Greenwich.",Oct-11,1028569,10,119880682,5,Milehighhorses
“Tranquility Base”,"Once in a while, you come across something special.... In New York, this is it. From the understated exterior to the friendly, helpful staff, the ambiance of the rooms and public areas, the serene zen swimming pool area, this is the one. It is a true oasis away from the canstant bussle of New York, and ok it is not cheap, but a hotel of this kind is worth the splurge. The only (very minor) niggle I had, was the cross trainer in the gym was geared for long legged people, and as a short legged Scot, it proved an impossible work out (thought shared by an equeally short legged Scandinavian on the day)!
For sanity in the Big Apple, I'll be back.",Oct-11,1028569,62,119821521,5,crawfie
“Life Is Good At The Greenwich Hotel”,"My recent (Aug. 2011) stay at the Greenwich Hotel in Tribeca area was perfect! It had all the amentities of a 6 star hotel but much cozier! The bed was extremely comfortable (a must for my hubbie and I) with high end luxurious bedding, 6 different style pillows to choose from and very very clean and crisp! A welcome basket full of free yummies that satisfied the health nut and the sugar freak! Lots and lots of free drinks and bottled water! High end hair products and face lotions too! And the homemade cookies that they leave for you are to die for....no really! We fought over them! They brought more when we requested more. The air conditioning was quiet and very adjustable. Not the floor kind but real air conditioning! Our room faced the entrance to the street upstairs but was not noisey in the least bit! We watched as the paparatzzi snapped pictures of the influx of celebrities that happen to be staying in the more elaborate rooms at the Greenwich. We met Cameron Diaz, Usher and caught a glimpse of the Olson Twins. We never saw Seal and Heidi and the kids but they were staying there (I overheard the staff talking about it). The breakfast out in the garden was awesome! Their frittatta is so delicious I had it two mornings in a row! Oh yes and the shower was unbelieveable! My husband loved it! He said it was the best shower he had ever taken! We didn't work out at the gym even though it looked wonderful we did however take a late night dip in the underground pool! How romantic!!! I recommend this boutique hotel to lovers, families, singles and just about anyone who wants luxury but at an affordable expense. It's not far from everything in NY that anyone could possible want to see or do. Forget those expensive cookie cutter hotels...yuke! Treat yourself to the Greenwich Hotel and I'll just say ""you're welcome"" now.",Aug-11,1028569,4,119459575,5,sparky007
“Wonderful Staycation!”,"We lived in Tribeca for 12 years. We now live on the Upper East Side. This weekend my husband took my oldest son out of town to a football game. My six year old and I decided to take a vacation downtown to our old neighborhood and booked a night at the Greenwich. We had the best time. 
I feel totally refreshed and felt like I have visited another place and time without getting on a plane. Lovely greeting by staff who had called before hand asking if we needed anything. They booked us an early reservation at Locande Verde a hard place to get a table for dinner. We also had as requested non-down pillows in our bed due to my child's allergy and they were in place at arrival. The room was lovely. Simple and light. Nice books on the shelves. Bathroom was superb. Big tub and great waterpressure. Room seems simple yet everything is discreetly electronically controlled from the lights to the curtains. Linens were Bellismo. Ample towels. Red Flower toiletries. Even hallways of the hotel were nice smelling and pleasant. Very good sound control for a New York hotel. 
The common rooms are beautiful. Staff and guests seemed to be having a wonderful time. The drawing room is well done and you can get meals there as well. Courtyard was nice but it was a bit chilly to sit our there this weekend. 
What puts this hotels on the top of my list was the pool. It is very chic and well attended. My son loved our night swim after dinner and we spent another hour in there today. 
Staff is really great too. They all seemed like normal and engaged people. The hotel achieves that rare combination of informality with a high quality surrounding and service that puts one at ease. 
Next time I am coming with my husband. Reminds me of what Lodge at Koele achieved so long ago or even the Lanesborough. You just feel that you are in a very, very special and well thought out establishment",Oct-11,1028569,36,119368963,5,rdkflk
“Wonderful”,I have had the pleasure of staying at this hotel on multiple occasions. I look forward to every trip to the Greenwich Hotel. Every detail is handled so well. The shower is the best I have ever experienced. The gym is well stocked and open very early in the morning to accomodate most schedules. The products used throughout the hotel create a seamless experience. I would recommend this hotel to business travelers as well as family.,Sep-11,1028569,0,119291755,5,Mercuryaussies
“Worth staying just for the bath!”,"Lovely boutique hotel in Tribeca. Perfect if you feel like a change from more corporate hotels.
Great reception on arrival and personal tour of the room. Excellent basket of free goodies, many of the more American of which made it home to the kids. They loved the Orios.
Room was compact but lovely, bathroom was spectacular. The deepest bath I've ever seen and it filled in 60 seconds.
Make sure you eat or drink in the outside courtyard. Dark & atmospheric and the food is the same as the very popular restaurant. The service in the bar, restaurant and front room was immaculate; helpful with being obsequious. And the drink prices don't take the p%ss!
Great location for exploring downtown will be even better when all the roadworks are over.
Overall couldn't have had a better weekend in NY.",Oct-11,1028569,2,119113598,5,Weegieexpat
“Less than I expected”,"I'd stayed here twice before but this trip was disapppointing.
I was paying alot of money & did not like the room I was shown. At $ 750 per night I did not like the lip service that I was given which was that the room would be reviewed the following day by the Manager. It was not !
The hotel has a great location, is very under stated but proper customer service is vital in this industry.",Oct-11,1028569,37,119102674,3,Condor1950
“Another lovely weekend at the Greenwich”,This is the second time we have stayed at the Greenwich and we really enjoy staying here. The rooms are lovely and large and the decoration is great. They have a beautiful courtyard where you can have a drink on a warm day and their restaurant is very good. We have stayed in New York many times but would rather stay here than anywhere else as it feels small and homely. Last time we stayed we moved from a hotel uptown and requested a room with a tub the front desk didn't tell us that they couldn't accommodate this until we got there which was fairly annoying as it was only 24hrs in advance so I can't believe they didn't know what room would be available. Anyway still a great hotel and I plan to book way in advance next time I go to NYC to get one of the larger rooms with the deep soaking tubs. Divine.,Sep-11,1028569,14,119096680,5,LondonMGRG
“The best hotel in New York”,"I didn't really want to write this review because I've just booked my second stay at the Greenwich and they are already so booked up that I don't want to encourage anyone else to be staying there! 
I've stayed at all the big NYC hotels and just none of them compare to the Greenwich in my eyes. I adore the location of the place, the decor is just so individual and fantastic. The beds are so comfortable that we rang them to ask where they were from when we were redecorating our house. We were told the mattresses were from Duxiana but the actual bed frames were all bought individually at auction - and I can believe it. That pretty much sums up why I love the place.
When I was last there, the pool was out of order. When I complained about this they offered me a free night in the hotel - true customer service. 
I could go on and on....but just stay there...and make sure you get a room with a bath. Amazing! Oh and go to the restaurant as well. Brill. We saw loads of celebs at the hotel during our 5 night stay including Mr. De Niro himself which was a definite bonus!",Apr-11,1028569,58,118359142,5,thehappyone
“Weekend away”,We had a weekend away from our three kids and made an excellent choice with The Greenwich Hotel. We were so impressed with the service and how they seemed to think of everything. We loved the candy basket and fresh cookies as we arrived in the room. Also the personal tour up to the room was a very nice touch. The hotel has a very cool vibe as it makes you feel at home. We enjoyed the courtyard for drinks and dessert in the evening ( you must try the gelato sundae!). We travel quite a bit and are fortunate to stay in nice places throughout the U.S. I can confidently say that The Greenwich Hotel ranks on the top of the list. The only drawback would be the cab ride from the hotel to any broadway shows or midtown shopping....although we found that Soho has as much to spend your money on as the midtown shops. We would recommend this hotel to anyone looking for a fantastic experience and the ability to never worry about anything since the hotel has already done it for you.,Sep-11,1028569,4,118338317,5,michael n
“By far the best hotel I have stayed at in NYC”,"The Greenwich Hotel is so superb that I find myself writing my first hotel review ever. The entire staff is so lovely and polished. The rooms are beautiful and clean. The free mini bar selection is a fun perk. The pool is heavenly. The food is to die for.
I genuinely can not say enough good things about the hotel. Only thing that may not be for everyone is that it is located far downtown and also that the hotel is so lovely you won't want to leave and see the city.",Feb-11,1028569,2,118022052,5,Ivy D
“We loved it.”,"Fantastic Hotel in the Tribeca/Soho district. Beautiful rooms and comfortable beds with loads of freebies in the room. The Hotel also has a town car at your disposal. Locanda Verde restaurant serves sensational food. A very trendy area of New York which was close to subways, restaurants and the Financial district as well as Soho shopping. The Hotel swimming pool was a perfect serene retreat in this busy city. I would highly recommend that you stay here, Especially since you may get a sighting of the owner, Mr Robert De Niro.",Aug-11,1028569,21,117643126,5,babyboomer58sydney
“Best hotel in NYC!”,"My husband and I have spent three long weekends at the Greenwich in the last three years. It's a wonderful
boutique hotel in Tribeca. Off the beaten track but in an interesting area. Good restaurants and walks nearby. The rooms are large (for New York)
and quirkily furnished but very comfortable. There's a large free basket of snacks in each room, an amazing
deep bathtub, a bar which feels like an English hunting lodge and a beautiful courtyard. We've travelled to New York frequently for business and pleasure and this is the hotel we will keep returning to.",Nov-10,1028569,6,117547969,5,Proust101
“Excellent service & amenities”,"My husband and I stayed at the Greenwich in NYC to attend a party being held at the adjacent restaurant, Loconda Verde. Both the restaurant and hotel are owned by Robert DeNiro. Upon arrival, the staff was extremely attentive, and since our room was not ready, directed us to the lounge and connect courtyard to have a drink and relax. The inner courtyard and lounge can only be accessed by hotel guests, and is quite lovely. The decor of the lobby is a rustic/chic with paintings on the wall by DeNiro's father, reminiscent of Matisse and Modigliani and they are quite good. We heard from the staff that the hotel took 3 years to build, as he brought craftsman and stonemasons from Italy to create a hotel that looks as though it as been there for a long time. It was a former parking garage.
The pool is in the basement, and it has be designed to look like a japanese teahouse, dark and misty and the adjacent spa and gym room(which we did not use) appeared very inviting. 
Our room, on the second floor was beautifully appointed without being opulent. Quality reigns throughout, with a lovely setee and desk instead of traditional ugly hotel room chair and office style desk. Also in the room was a leather lounge chair in front of a large window with a seat to look out at the city. We had no problem with street noise at all.
The bed was perfect with quality linens. In the bathroom was the most gorgeous tile on the walls I've ever seen with a large shower and the option of two different types of shower head, depending on your preferences and height - how great! A extremely surprising perk, was the snack basket, filled with quality goodies (not junk food) that was absolutely free! Yes free! Actually, everything in the minibar was free except the alcohol, and we took advantage of the water, juices and sodas. Oh, and a plate of homemade cookies was brought to our room upon check in. 
One more note as to service: At check out, it was pouring rain. There was an umbrella in our room and we brought it down to the front desk to ask if we could purchase it. The staff responded - "" thank you for asking us first, but you are welcome to take it with you."" Who does that?
We loved it and would highly recommend it.",Aug-11,1028569,27,117223487,5,nancylarry
“Favorite Hotel”,"The Greenwich is one of my favorite Hotels in the world. The desk staff is right on target, courteous helpful and makes you feel like a VIP without being obsequious. The rooms are beautiful, the scent in the rooms divine, the bed and bedding, pillow etc are perfect. Free snacks and drinks in the room are great, but they should have some kind of dark chocolate. If you are staying in the Tribeca/SoHo area you have a number of wonderful choices. It is really a toss up between The Mercer and The Greenwich. I do prefer the Greenwich.",Aug-11,1028569,9,117074670,5,Alan R
“Great place. You see a different NY”,"Great place, nice settings. Extraordinary rooms and ambiance.
Totally worth it",Jul-11,1028569,6,116810548,5,Losito
“Bettwäsche zerrissen und nicht gewechselt”,"I made a reservation directly with the hotel for a stay from to April 2011. We arrived on the afternoon of April at the hotel. The first room that was presented was in contrary what I had ordered – instead of a quiet room we received a room to the main street and to the entrance to a 24 hours car garage. We declined this particular room and the next was shown which was to the courtyard. But somebody had put a desk in the room which crossed the bed by 20 cm at the pillow. I did not want to get up at night and be knocked down by the edge of the desk. So we waited for an acceptable room. The whole procedure took about 1 hour of accumulated time. We had left in between to see something else than the hotel entrance and unfriendly staff’s faces.
At about 7.00 p.m. the desk manager gave us a room which was facing the courtyard and was arranged to some satisfaction. It was still far away from a room you would expect for $ 750.00 (!) per night. For compensation (!) we were told that the drinks in the fridge were free – except for alcoholic ones. Then some child-pleasing bubbles and other junk food were highlighted as complimentary. But the highly praised balcony by the manager turned out as faux balcony at daylight, about 5 inches deep.
At the first morning we realized that the linen had a hole and looked a bit tired.
On the next and final morning we found exact that hole again plus a lot of other holes in the linen. This was what you would expect in a waste bin.
Now we knew that the linen was not changed at least 2 nights – how long might it have been on the bed before we came? - even for $ 750.00 a night.
By checking out we claimed all these items and wanted an explanation which we did not received nor any way of “sorry for that”, but lots of excuses.
This experience with a hotel claimed by some critics as best of New York is a shame. Your organization should check the quality standard and the service. It is miles away from the level of a being accepted as member of the “L HW”.
Sincerely 
Dr. Georg Gebhard",Apr-11,1028569,9,116706621,1,georg g
“Serenity in the Big City”,"Very warm and comfortable hotel in Tribeca.
Not noisy and full of ""Party-ers"" like some other downtown hotels.
Locanda Verde is a top 10 restaurant in all of NYC.
Rooms are a little small, but nicely furnished.
Library in Lobby Level is a great place to have a coffee or drink (or a small business chat)",Sep-10,1028569,8,116643165,5,Slipless71
“Amazing hotel in New York”,"My husband and I stayed at The Greenwich Hotel for a week in June.We searched through trip advisor for somewhere to stay in the Greenwich, Tribecca area and were very pleased we managed to get a room here. This hotel doesn't look much from the outside (you could actually miss it ) but inside it has the luxury of a home away from home.
The rooms are very spacious, modern with a homely feel and have everything you need for a relaxing stay. The huge bed was really comfortable, the bath was amazingly deep and filled in a really short time. As others have said the free mini bar(excluding alcohol)and the lovely snacks were a great treat at the end of a full on day exploring New York.
What we really loved about this place was it's position. Close to the Hudson river where we could go walking in the morning,surrounded by some of the best Restaurants in NY and close to the subway but far enough away from the hustle and bustle to relax in the evening.
The outdoor garden was lovely. A great place for a glass of wine in the evening or breakfast in the morning. Also the guest lounge was very inviting with its huge overstuffed couches and comfy chairs and the fire place gave it just the right touch of ambiance.The restaurant down stairs was delicious but not cheap.
I would recommend this place to anyone wanting a great NY experience and the chance to catch a celebrity or two.(we did).We will definitely return if we make another trip to NY.
The staff were friendly and helpful and although we didn't use the pool it looked inviting.",Jun-11,1028569,12,116588556,5,PAB3
“top tier hotel experience”,"I'm a frequent business traveler. New York is always hard because rooms are typically small, and the prices are high. While I certainly had to pay a lot for my room (a couple of steps up from the bottom tier pricing), the decore was gorgeous, everything was clean and new.
I've spent some time at the hip Ace hotel and will never go back there now that I've found the Greenwich. It's a true class act without a bunch of loud 20-somethings running around.
Hard to beat the nicely portioned free mini-bar.
Courtyard for breakfast and evening drinks with colleagues was great.
Checkin/out is no fuss; very simple and quick. Professional staff all the way around.
My only complaint would be that, as an early riser, I was generally the first patron to arrive for breakfast and they weren't fully prepared and I felt like I causing everything to get going which wasn't ideal.
I'll absolutely be back! Great location (just blocks away from the Hudson River greenway thing where you can go running. I'll likely bring family with me (spouse and 2 kids) as there's an amazing playground thing on said greenway.
Oh yea, the sub-terrainean pool is ultra cool.",Jun-11,1028569,11,116025842,5,jvaleski
“Fantastic!”,"I stayed at The Greenwich for my Birthday recently & had an amazing stay! The hotel is located in Tribeca, a lovely, calm neighborhood in NYC, set on a cobblestoned st. I arrived early around 11am, & my room was ready. I had never stayed at the hotel before, & while the Front Desk Agent who checked me in was nice, I wasn't given an info. on the hotel, etc. I'm quite familiar w/ the property, so this wasn't necessary for me, but just something to mention. To access the elevator, you must use your key, which I wasn't aware of until I figured this out (this is something that should have been mentioned...again, just a note) My room (#503) was on the 5th fl. & incredibly quiet, lovely & super in terms of design, colors, etc. I loved my room! The pale yellow walls, clean hard wood floors, amazing Duxiana bed, soft sheets, & amazing bathroom done in beautiful Orange & White tiles were all great! The mini-bar was extremely well-stocked & all items were complimentary, with the exception of the wine & liquor. Everything was provided from Mexican Coca Cola, Fiji Water, Pineapple Juice, Ginger Ale, to a lovely basket of snacks, including Kettle Chips, Cookies, Nuts, Swedish Fish, etc....I thoroughly enjoyed the mini-bar & it was so nice to have it all included! nice touch guys!
The Desk area was spacious with outlets, & nice bookshelves w/ a cool selection of books, objects, & a little jar of candy! so nice! The Flat screen T.V. had clear reception, the sitting area had a comfy sofa, the windows opened which was great, the A/C made the room incredibly cold, which I love, & the closet was spacious, with a safe, slippers, padded hangers, etc. The bathroom had an absolutely amazing waterfall Rain Shower that was truly the best I've had in a hotel!!! I never wanted to get out.....the deep-soaking tub was also pure bliss! The Red Flower products have a lovely masculine scent & I also loved the soap. The towels were super great, the Frette robes were cool for the Summer & the light fixtures above the sink were amazing! The WC is in a seperate alcove which is nice. The pressure in the shower & tub were 100% flawless! 
I just loved the overall feeling of my room....light, airy, cool & beautifully unique in terms of design & colors! The rug was also great....so many unique, special touches in the room! I was celebrating my birthday, so the hotel sent a lovely card w/ Champagne(which I don't drink, so they sent a cupcake-thanks alot!) A welcome note from the hotel w/ 2 Oatmeal Sandwich cookies were awesome!!! The lobby & drawing room w/ outdoor courtyard were great & my meals from Room service were amazing! great food & arrived very quick. 
Everything was absolutely perfect during my stay! All bellmen were very nice & charming, Matt at the front desk granted me a late 1:30pm check-out that was much appreciated & Lauren & Jonathan were very nice, as well at the Front Desk. I loved the hotel & will def. be back soon! 
Best,
Patrick 
NYC",Jul-11,1028569,31,115918575,5,patrickwNewYork_NY
“The best hotel I've ever stayed in.”,"Walking into the Greenwich is amazing. From the outside you wouldn't even look twice but similar to many things in NYC the true beauty is going inside and exploring. There is an amazing pool (the only complaint could be that it would be great if it were heated) - and steam room. All of the common areas oozing old Hollywood charm. Considering that Robert De Niro owns the hotel this doesn't come as a massive shock - his taste is classy and inviting. The service was impeccable, the room was amazing and the whole place was complete luxury. We saw many movie stars there including Ted Danson and Cameron Diaz. Perfect place to celebrity watch.",Jun-11,1028569,9,115683342,5,danykelly
"“Edgy, unassuming, & elegant!”","We thought this was a very nice and friendly establishment. There is a beautiful, brick courtyard with all sorts cool plants in different containers right off the main lobby. I had lunch out there from the Italian restaurant next door, and it was delicious. Later in the evening, my husband and I sat in the courtyard and had a cocktail while he smoked a cigar. The rooms are all different. The first room they gave us looked out onto Greenwich Street, and since I didn't care for the view, I asked to see another. They were happy to oblige, and showed me another room (which was an upgrade) that looked onto Franklin St, and I choose that room. Some of the rooms have soaking tubs, while others only have a shower, which was the case in this room. However, the shower was awesome, with cool, Moroccan tile and a large ""railhead"" shower head. The floors are all wooden, the hallways are darkened, it's very quiet and wonderfully decorated. I was told most of the paintings in the lobby were painted by Robert De Niro's father. The hotel used to be a parking lot, and it took 4 years to complete, with over 20 styles of brick used in the construction of the hotel.
 Tip: because we used our AMEX platinum card to book our reservation (July '11), Greenwich gave us an automatic room upgrade, $25 per person voucher for breakfast, and a $100 voucher for a spa service. 
 I booked a spa service for the following morning, which I enjoyed very much. The spa is in the lowest level and has a nice gym, also. There are unisex bathrooms/locker rooms each with steam rooms and showers. You walk through here to get to the pool area, which is beautiful. The water was a tad murky, and I know they were working on the water issue as I saw a maintenance man talking to the pool attendant. I would have given the pool 5 stars if not for the murky water. 
 The people who work here were all super friendly. We can't wait to come back!",Jul-11,1028569,8,115126887,5,mbbeard
“Fabulous place to stay in NYC”,My husband and I stayed here when we attended a premiere at The Zeigfield Theatre.We enjoyed all the details that made this hotel seem like a home away from home.We loved the lounges that seemed like a living room and they are only available to the people who stay in the hotel.The restaurant Locandii Verdi was great.We had dinner and breakfast there.The staff at the coffee shop was very accommodating with every request.It was a lovely unique boutique hotel.,Feb-11,1028569,28,114723415,5,fancythis72
“We warmly recommend”,"We stayed in the Greenwich hotel to celebrate my husbands birthday. We really loved the great service of all the staff. The spa was wonderful and we went for a swim every evening after walking all day around the city. 
The rooms were very big and comfortable. We definetely recommend this hotel!",May-11,1028569,2,114577620,5,rn7205
"“Terrific hotel, great location - loved it”","My wife and I spent a weekend at the Greenwich Hotel last month. It was terrific, and we will definitely stay there again on our next trip. Location is great - 1 block from the Hudson River and great walking/jogging trails along the river, great neighborhood full of small cafes and boutiques and interesting shops.
Our room was very nice. We loved the interesting but comfortable furniture, and the great bed. The rooom felt cozy and comfortable, but also hip and interesting. Appreciated the complimentary soft drinks, snacks, and large water bottles - a nice touch, and so refreshing for a hotel to actually include something ""extra"" with your room.
The hotel has a lovely courtyard where you can eat a quiet breakfast (and other meals if you like). Service in the courtyard was a little slow, but not annoyingly so. I just think the place has a laid back feel about it, and who wants to rush when you are sitting on a comfy couch in a pretty courtyard drinking good coffee. We had a very good Sunday brunch meal here. 
Oh, and the spa is worth a visit. We had a short couples soak in the Japanese tub, which was glorious and I only wish we had booked a longer soak, followed by great massages. The pool area is serene!
I enjoyed the Greenwich Hotel. Staying there, I felt lucky and privileged.",May-11,1028569,32,113762346,5,Granite_Stater
“Tribeca gem”,"The Grenwich is a great hotel. The rooms are interestingly decorated and well appointed. It feels less like a big city hotel than like a very well designed and staffed private members club.
The location, in Tribeca, is great for downtown, and for restaurants and bars. Less good, of course, if you are in NYC for Fifth Avenue shopping, Central Park etc. But Manhattan is a small place, and everywhere is in reach.
The food and bar at the Greenwich are absolutely outstanding. the restaurant in house, Locanda Verde, does some of the best Italian food I have eaten - it would be one of the very best restaurants in Bologna, Rome or any other foodie Italian city.
The small touches at this hotel, like the free minibar and constantly replenished basket of very fun old-school American snack (things like Smuckers, as well as normal M7Ms and other typical brands) really make a difference.
There is one weakness I think the Greenwich hotel has compared to the traditional five star hotels like the Plaza, Ritz Carlton et al is with the concierge. I felt that as a smaller and more recent hotel the concierge desk did not have the contacts or the pull to make hard to get reservations with restaurants in the city. We asked for a few reservations that weren't possible, and, although I can't be certain, I think the concierge at one of the big name city hotels might have been able to make it happen.
However, this is a minor weakness in a very excellent hotel, and I would happily recommend it to anyone for either a holiday or for business.",Dec-10,1028569,28,113369400,5,SMI64
“Interesting and pleasant despite small room”,"The design and location of the hotel are interesting (in a good way) and much thought has clearly gone into appointing the rooms, which are efficiently laid out but have much character. Perhaps it is a feature of New York, but the size of the rooms is a problem (mine was fine, but it was in the middle of the price range, so I can't imagine what the smaller ones are like.) The service is a little haphazard, with many of the attractive staff clearly not chosen for their ability to solve problems. The lounge for guests only (a great touch) is wonderful, even more so because one can order from the restaurant menu but be removed from the bustle of the restaurant itself. Not cheap.",Jan-11,1028569,82,112079762,5,pcinbk
“This is the one look no further!!!!!!”,"Well, I cannot fault this slice of HEVEN!
Five Nights of Tranquil Luxury, and Oh my god the beds - Hugh! Comfortable! Fantastic Linen! I am trying to source this as I have to have some. This is not an inexpensive hotel and it was a special occasion for my wife and I, we were not disappointed. Best service I have ever had in a hotel and all unobtrusive and professional. Rooms are great value in a city that puts a premium on space. The Japanese Spa is sublime. Every morning up early down to the pool swim fifty or so lengths have a steam, shower then back up to the room to have breakfast. There is a full gym if you are so inclined. Great start to each day before enjoying the delights of NYC. I even had a massage by one of the Japanese Masseuses, I felt like I had been origami’d ……Wonderful. My wife tried other spa delights and was impressed and that is saying a lot!!! Fabulous location. Great Italian restaurant/bar. as only NYC seems to do. By now you must think I’m Robert de Niro (Owner) yes that Robert, but I ask you if I was, would I not have better thing to do!!! It’s all in the details Robert, Good work! you can give up the day job - we will be back…..",Feb-11,1028569,13,104792658,5,CL50
"“Ah, this is more like it”",What a lovely hotel. Everything about this hotel is quietly understated and absolutely wonderful. There are many wonderful hotels in NY but for me this is the one.,Nov-10,1028569,16,103872154,5,Tripp21
“What a fantastic hotel”,"This is one of the best hotels I've ever stayed in - if not the best!
Service was top-notch right from my late post-midnight arrival. Decor is fantastic. Remarkably quiet. Great bed. 
You really get the sense that they want to go the extra mile here. The complimentary minibar and (loads of) snacks is a brilliant detail that means more than you'd think. 
The rooms are ""rustic"" with part wooden floor and part old furniture, but it's all been refurbished as e.g. the beautiful old closet had lights installed. 
Bathroom was just a work of art!
And don't even get me started on the restaurant. Best. Pasta. Ever!
Definitely coming back as soon as I can defend the slightly elevated price on my expenses.",Apr-11,1028569,8,103239178,5,BusinessJumper
“great place great stay”,"My wife and I wanted to get away for a day and chose to stay at the Greenwich. It's not cheap, but if that's not your governing factor, then I can recommend it unconditionally. The people at the hotel were casual but extremely friendly. All we cared about was the quality of the room and it didn't disappoint. The aesthetic is an interesting blend of tribeca zen rustic chic (if that makes any sense at all) with some buddha statues, wide plank wood floors and funky light fixtures. The bed is super comfortable, the bathroom was cool and the room hit all the right notes. We had a superb dinner at locanda verde which the hotel kindly made a reservation at for us and we blissed out for a night of great sleep. We will return.",Mar-11,1028569,4,100073671,5,jumpset45
"“Loved the common areas decor, but not much else”","Stayed for a weekend and found the location of the hotel was not as convient as those in SoHo. I was shown a nice sized room with a balcony. Unfortuately was awakend by horrible cigeratte smoke coming from under the door. I was moved to a much smaller room the next night. Had brunch in the drawing room. Had horrible service. Had to ask for my coctail 3 times. The bathrooms are so dark, could not put on makeup. They really need lighted mirrors.
I must say the doormen that hailed my cabs were great.",May-10,1028569,6,97566499,3,Garrents
“Gem in a great neighborhood”,"As a frequent traveler to NYC, I am always looking for new, comfortable places to stay. The Greenwich fits the bill and more. The hotel is quiet, intimate....and hip.
My budget does not allow me to stay in a larger room but have frequently gotten upgraded. I love the cozy room that face the courtyard with small balconies. Makes me feel as if I am in a little apartment.
The living room area that is open only to guests, as well as the outdoors garden, are perfect spots to meet with others or work. Service is great....and you can order from the attached restaurant Locande Verde.
Lots of great dining options within a few blocks and Soho shopping is not too far.
As a business traveler I find this place to be a great getaway. If you are working in mid-town you will need to give yourself time to travel but it is worth it.
Lastly - the fitness center and spa are top notch for a boutique hotel.",Dec-10,1028569,16,96265239,5,PhenomDiva
